,url,title,author,author_page,subtitle,responses,reading_time,tag,date
0,https://medium.com/swlh/seven-kickass-beliefs-about-money-to-upgrade-your-financial-psychology-8cbfdc97103a,Seven Kickass Beliefs About Money to Upgrade Your Financial Psychology,timdenning,https://medium.com/@timdenning,A job makes you an actor so…,15,6,Entrepreneurship,1/1/22
1,https://medium.com/@aina.fadina/how-this-misfit-made-it-into-the-venture-capital-world-7637a57fa0ac,How this Misfit Made it into the Venture Capital World.,aina.fadina,https://medium.com/@aina.fadina,,0,4,Entrepreneurship,1/1/22
2,https://medium.com/the-side-hustle-club/7-side-hustles-nobody-ever-talks-about-61c85f96433,7 Side Hustles Nobody Ever Talks About,millennialnextdoor,https://medium.com/@millennialnextdoor,,13,5,Entrepreneurship,1/1/22
3,https://medium.com/big-on-development/how-to-address-tech-debt-vs-product-debt-vs-business-debt-42d43d5f768c,How to Address Tech Debt vs. Product Debt vs. Business Debt,julius.uy,https://medium.com/@julius.uy,,0,6,Entrepreneurship,1/1/22
4,https://richculturemedia.com/why-you-should-throw-all-your-2022-plans-in-the-trash-can-1b954ff3b230,Why You Should Throw All Your 2022 Plans in the Trash Can,davidol,https://richculturemedia.com/@davidol,When was the last time a year went according…,3,5,Entrepreneurship,1/1/22
5,https://medium.com/writers-blokke/7-skills-that-will-pay-off-in-2022-4fbdd80925a3,7 Skills That Will Pay Off In 2022,hammadhassan1,https://medium.com/@hammadhassan1,,3,2,Entrepreneurship,1/1/22
6,https://medium.com/@pdchhaparwal/the-nft-price-game-35be82a15613,The NFT Price Game,pdchhaparwal,https://medium.com/@pdchhaparwal,,0,5,Entrepreneurship,1/1/22
7,https://medium.com/@dala/the-cold-start-problem-how-to-start-and-scale-network-effects-by-andrew-chen-book-notes-9ba3595b4e60,The Cold Start Problem: How to Start and Scale Network Effects by Andrew Chen (Book Notes),dala,https://medium.com/@dala,,0,9,Entrepreneurship,1/1/22
8,https://medium.com/swlh/four-ways-to-reboot-your-business-model-d91b452418b6,"<strong class=""markup--strong markup--h3-strong"">Four Ways to Reboot Your Business Model</strong>",sarah-duran,https://medium.com/@sarah-duran,So you can love what you do again,3,5,Entrepreneurship,1/1/22
9,https://medium.com/@swfusi/in-2021-we-started-delivering-on-our-big-dreams-ba7af41d77d1,In 2021 we started delivering on our big dreams,swfusi,https://medium.com/@swfusi,,0,5,Entrepreneurship,1/1/22
10,https://medium.com/@1amitarora/if-you-learn-the-art-of-being-bored-and-doing-nothing-you-can-also-invent-iphone-e2e6a076cf7a,"If you learn the art of being bored and doing nothing, you can also invent iPhone.",1amitarora,https://medium.com/@1amitarora,,0,8,Entrepreneurship,1/1/22
